EmployeeID,Last Name,First Name,Date,Time-in,Time-out
10012,De Leon,Selena ,02/09/2022,08:00:00,17:00:00
10013,Romualdez,Fredrick ,02/09/2022,08:00:00,17:00:00
10014,Bautista,Mark ,02/09/2022,08:00:00,17:00:00
10015,Lazaro,Darlene ,02/09/2022,08:00:00,17:00:00
10016,Delos Santos,Kolby ,02/09/2022,08:00:00,17:00:00
10017,Santos,Vella ,02/09/2022,08:00:00,17:00:00
10018,Del Rosario,Tomas,02/09/2022,08:00:00,17:00:00
10019,Tolentino,Jacklyn ,02/09/2022,08:00:00,17:00:00
10020,Gutierrez,Percival ,02/09/2022,08:00:00,17:00:00
10021,Manalaysay,Garfield ,02/09/2022,08:00:00,17:00:00
10022,Villegas,Lizeth ,02/09/2022,08:00:00,17:00:00
10023,Ramos,Carol ,02/09/2022,08:00:00,17:00:00
10024,Maceda,Emelia ,02/09/2022,08:00:00,17:00:00
10025,Aguilar,Delia ,02/09/2022,08:00:00,17:00:00
10001,Crisostomo,Jose,05/09/2022,08:00:00,17:00:00
10002,Mata,Christian,05/09/2022,08:00:00,17:00:00
10003,San Jose,Brad ,05/09/2022,08:00:00,17:00:00
10004,Salcedo,Anthony,05/09/2022,08:00:00,17:00:00
10005,Romualdez,Alice,05/09/2022,08:15:00,17:00:00
10006,Atienza,Rosie ,05/09/2022,08:00:00,17:00:00
10007,Farala,Martha,05/09/2022,08:00:00,17:00:00
10008,Martinez,Leila,05/09/2022,08:00:00,17:00:00
10009,San Jose,Allison ,05/09/2022,08:00:00,17:00:00
10010,Rosario,Cydney ,05/09/2022,08:00:00,17:00:00
10011,Lopez,Josie ,05/09/2022,10:30:00,17:00:00
10012,De Leon,Selena ,05/09/2022,08:00:00,17:00:00
10013,Romualdez,Fredrick ,05/09/2022,08:00:00,17:00:00
10014,Bautista,Mark ,05/09/2022,08:00:00,17:00:00
10015,Lazaro,Darlene ,05/09/2022,08:00:00,17:00:00
10016,Delos Santos,Kolby ,05/09/2022,08:00:00,17:00:00
10017,Santos,Vella ,05/09/2022,08:00:00,17:00:00
10018,Del Rosario,Tomas,05/09/2022,08:00:00,17:00:00
10019,Tolentino,Jacklyn ,05/09/2022,08:00:00,17:00:00
10020,Gutierrez,Percival ,05/09/2022,08:00:00,17:00:00
10021,Manalaysay,Garfield ,05/09/2022,13:00:00,17:00:00
10022,Villegas,Lizeth ,05/09/2022,08:00:00,17:00:00
10023,Ramos,Carol ,05/09/2022,08:00:00,17:00:00
10024,Maceda,Emelia ,05/09/2022,08:00:00,17:00:00
10025,Aguilar,Delia ,05/09/2022,08:00:00,17:00:00
10001,Crisostomo,Jose,06/09/2022,08:00:00,17:00:00
10002,Mata,Christian,06/09/2022,08:00:00,17:00:00
10003,San Jose,Brad ,06/09/2022,11:30:00,17:00:00
10004,Salcedo,Anthony,06/09/2022,08:00:00,17:00:00
10005,Romualdez,Alice,06/09/2022,08:00:00,17:00:00
10006,Atienza,Rosie ,06/09/2022,08:00:00,17:00:00
10007,Farala,Martha,06/09/2022,08:00:00,17:00:00
10008,Martinez,Leila,06/09/2022,08:10:00,17:00:00
10009,San Jose,Allison ,06/09/2022,00:00:00,00:00:00
10010,Rosario,Cydney ,06/09/2022,08:00:00,17:00:00
10011,Lopez,Josie ,06/09/2022,08:00:00,17:00:00
10012,De Leon,Selena ,06/09/2022,08:00:00,17:00:00
10013,Romualdez,Fredrick ,06/09/2022,08:00:00,17:00:00
10014,Bautista,Mark ,06/09/2022,08:00:00,17:00:00
10015,Lazaro,Darlene ,06/09/2022,08:00:00,17:00:00
10016,Delos Santos,Kolby ,06/09/2022,08:00:00,17:00:00
10017,Santos,Vella ,06/09/2022,08:05:00,17:00:00
10018,Del Rosario,Tomas,06/09/2022,08:00:00,17:00:00
10019,Tolentino,Jacklyn ,06/09/2022,08:00:00,17:00:00
10020,Gutierrez,Percival ,06/09/2022,08:00:00,17:00:00
10021,Manalaysay,Garfield ,06/09/2022,08:00:00,17:00:00
10022,Villegas,Lizeth ,06/09/2022,08:00:00,17:00:00
10023,Ramos,Carol ,06/09/2022,09:00:00,17:00:00
10024,Maceda,Emelia ,06/09/2022,08:00:00,17:00:00
10025,Aguilar,Delia ,06/09/2022,08:00:00,17:00:00
10001,Crisostomo,Jose,07/09/2022,08:00:00,17:00:00
10002,Mata,Christian,07/09/2022,08:00:00,17:00:00
10003,San Jose,Brad ,07/09/2022,08:00:00,17:00:00
10004,Salcedo,Anthony,07/09/2022,08:00:00,17:00:00
10005,Romualdez,Alice,07/09/2022,08:00:00,17:00:00
10006,Atienza,Rosie ,07/09/2022,08:00:00,17:00:00
10007,Farala,Martha,07/09/2022,08:00:00,17:00:00
10008,Martinez,Leila,07/09/2022,08:00:00,17:00:00
10009,San Jose,Allison ,07/09/2022,00:00:00,00:00:00
10010,Rosario,Cydney ,07/09/2022,08:00:00,17:00:00
10011,Lopez,Josie ,07/09/2022,08:00:00,17:00:00
10012,De Leon,Selena ,07/09/2022,08:00:00,17:00:00
10013,Romualdez,Fredrick ,07/09/2022,08:00:00,17:00:00
10014,Bautista,Mark ,07/09/2022,08:00:00,17:00:00
10015,Lazaro,Darlene ,07/09/2022,08:00:00,17:00:00
10016,Delos Santos,Kolby ,07/09/2022,08:00:00,17:00:00
10017,Santos,Vella ,07/09/2022,08:00:00,17:00:00
10018,Del Rosario,Tomas,07/09/2022,08:00:00,17:00:00
10019,Tolentino,Jacklyn ,07/09/2022,08:00:00,17:00:00
10020,Gutierrez,Percival ,07/09/2022,08:00:00,17:00:00
10021,Manalaysay,Garfield ,07/09/2022,08:00:00,17:00:00
10022,Villegas,Lizeth ,07/09/2022,08:00:00,17:00:00
10023,Ramos,Carol ,07/09/2022,08:00:00,17:00:00
10024,Maceda,Emelia ,07/09/2022,08:00:00,17:00:00
10025,Aguilar,Delia ,07/09/2022,08:00:00,17:00:00
10001,Crisostomo,Jose,08/09/2022,08:00:00,17:00:00
10002,Mata,Christian,08/09/2022,08:00:00,17:00:00
10003,San Jose,Brad ,08/09/2022,08:00:00,17:00:00
10004,Salcedo,Anthony,08/09/2022,08:00:00,17:00:00
10005,Romualdez,Alice,08/09/2022,08:00:00,17:00:00
10006,Atienza,Rosie ,08/09/2022,08:00:00,17:00:00
10007,Farala,Martha,08/09/2022,08:00:00,17:00:00
10008,Martinez,Leila,08/09/2022,08:00:00,17:00:00
10009,San Jose,Allison ,08/09/2022,00:00:00,00:00:00
10010,Rosario,Cydney ,08/09/2022,08:00:00,17:00:00
10011,Lopez,Josie ,08/09/2022,08:00:00,17:00:00
10012,De Leon,Selena ,08/09/2022,08:00:00,17:00:00
10013,Romualdez,Fredrick ,08/09/2022,10:00:00,17:00:00
10014,Bautista,Mark ,08/09/2022,10:00:00,17:00:00
10015,Lazaro,Darlene ,08/09/2022,10:00:00,17:00:00
10016,Delos Santos,Kolby ,08/09/2022,10:00:00,17:00:00
10017,Santos,Vella ,08/09/2022,10:00:00,17:00:00
10018,Del Rosario,Tomas,08/09/2022,10:00:00,17:00:00
10019,Tolentino,Jacklyn ,08/09/2022,10:00:00,17:00:00
10020,Gutierrez,Percival ,08/09/2022,10:00:00,17:00:00
10021,Manalaysay,Garfield ,08/09/2022,10:00:00,17:00:00
10022,Villegas,Lizeth ,08/09/2022,10:00:00,17:00:00
10023,Ramos,Carol ,08/09/2022,10:00:00,17:00:00
10024,Maceda,Emelia ,08/09/2022,10:00:00,17:00:00
10025,Aguilar,Delia ,08/09/2022,10:00:00,17:00:00
10001,Crisostomo,Jose,09/09/2022,08:00:00,17:00:00
10002,Mata,Christian,09/09/2022,08:00:00,17:00:00
10003,San Jose,Brad ,09/09/2022,08:00:00,17:00:00
10004,Salcedo,Anthony,09/09/2022,08:00:00,17:00:00
10005,Romualdez,Alice,09/09/2022,08:00:00,17:00:00
10006,Atienza,Rosie ,09/09/2022,08:00:00,17:00:00
10007,Farala,Martha,09/09/2022,08:00:00,17:00:00
10008,Martinez,Leila,09/09/2022,08:00:00,17:00:00
10009,San Jose,Allison ,09/09/2022,00:00:00,00:00:00
10010,Rosario,Cydney ,09/09/2022,08:00:00,17:00:00
10011,Lopez,Josie ,09/09/2022,08:00:00,17:00:00
10012,De Leon,Selena ,09/09/2022,08:00:00,17:00:00
10013,Romualdez,Fredrick ,09/09/2022,08:00:00,17:00:00
10014,Bautista,Mark ,09/09/2022,08:00:00,17:00:00
10015,Lazaro,Darlene ,09/09/2022,08:00:00,17:00:00
10016,Delos Santos,Kolby ,09/09/2022,08:00:00,17:00:00
10017,Santos,Vella ,09/09/2022,08:00:00,17:00:00
10018,Del Rosario,Tomas,09/09/2022,08:00:00,17:00:00
10019,Tolentino,Jacklyn ,09/09/2022,08:00:00,17:00:00
10020,Gutierrez,Percival ,09/09/2022,08:00:00,17:00:00
10021,Manalaysay,Garfield ,09/09/2022,08:00:00,17:00:00
10022,Villegas,Lizeth ,09/09/2022,08:00:00,17:00:00
10023,Ramos,Carol ,09/09/2022,08:00:00,17:00:00
10024,Maceda,Emelia ,09/09/2022,08:00:00,17:00:00
10025,Aguilar,Delia ,09/09/2022,08:00:00,17:00:00
10001,Crisostomo,Jose,12/09/2022,08:00:00,17:00:00
10002,Mata,Christian,12/09/2022,08:00:00,17:00:00
10003,San Jose,Brad ,12/09/2022,08:00:00,17:00:00
10004,Salcedo,Anthony,12/09/2022,08:00:00,17:00:00
10005,Romualdez,Alice,12/09/2022,08:00:00,17:00:00
10006,Atienza,Rosie ,12/09/2022,08:00:00,17:00:00
10007,Farala,Martha,12/09/2022,08:27:00,17:00:00
10008,Martinez,Leila,12/09/2022,08:01:00,17:00:00
10009,San Jose,Allison ,12/09/2022,00:00:00,00:00:00
10010,Rosario,Cydney ,12/09/2022,08:00:00,17:00:00
10011,Lopez,Josie ,12/09/2022,08:00:00,17:00:00
10012,De Leon,Selena ,12/09/2022,08:00:00,17:00:00
10013,Romualdez,Fredrick ,12/09/2022,08:00:00,17:00:00
10014,Bautista,Mark ,12/09/2022,08:00:00,17:00:00
10015,Lazaro,Darlene ,12/09/2022,08:00:00,17:00:00
10016,Delos Santos,Kolby ,12/09/2022,08:28:00,17:00:00
10017,Santos,Vella ,12/09/2022,08:00:00,17:00:00
10018,Del Rosario,Tomas,12/09/2022,08:00:00,17:00:00
10019,Tolentino,Jacklyn ,12/09/2022,08:00:00,17:00:00
10020,Gutierrez,Percival ,12/09/2022,08:00:00,17:00:00
10021,Manalaysay,Garfield ,12/09/2022,08:11:00,17:00:00
10022,Villegas,Lizeth ,12/09/2022,08:00:00,17:00:00
10023,Ramos,Carol ,12/09/2022,08:00:00,17:00:00
10024,Maceda,Emelia ,12/09/2022,08:21:00,17:00:00
10025,Aguilar,Delia ,12/09/2022,08:00:00,17:00:00
10001,Crisostomo,Jose,13/09/2022,08:00:00,17:00:00
10002,Mata,Christian,13/09/2022,08:00:00,17:00:00
10003,San Jose,Brad ,13/09/2022,08:00:00,17:00:00
10004,Salcedo,Anthony,13/09/2022,08:00:00,17:00:00
10005,Romualdez,Alice,13/09/2022,08:00:00,17:00:00
10006,Atienza,Rosie ,13/09/2022,08:00:00,17:00:00
10007,Farala,Martha,13/09/2022,08:00:00,17:00:00
10008,Martinez,Leila,13/09/2022,08:00:00,17:00:00
10009,San Jose,Allison ,13/09/2022,08:00:00,17:00:00
10010,Rosario,Cydney ,13/09/2022,08:00:00,17:00:00
10011,Lopez,Josie ,13/09/2022,08:00:00,17:00:00
10012,De Leon,Selena ,13/09/2022,08:00:00,17:00:00
10013,Romualdez,Fredrick ,13/09/2022,08:00:00,17:00:00
10014,Bautista,Mark ,13/09/2022,08:00:00,17:00:00
10015,Lazaro,Darlene ,13/09/2022,08:00:00,17:00:00
10016,Delos Santos,Kolby ,13/09/2022,08:00:00,17:00:00
10017,Santos,Vella ,13/09/2022,00:00:00,00:00:00
10018,Del Rosario,Tomas,13/09/2022,08:00:00,17:00:00
10019,Tolentino,Jacklyn ,13/09/2022,08:00:00,17:00:00
10020,Gutierrez,Percival ,13/09/2022,08:00:00,17:00:00
10021,Manalaysay,Garfield ,13/09/2022,08:00:00,17:00:00
10022,Villegas,Lizeth ,13/09/2022,08:00:00,17:00:00
10023,Ramos,Carol ,13/09/2022,08:00:00,17:00:00
10024,Maceda,Emelia ,13/09/2022,08:00:00,17:00:00
10025,Aguilar,Delia ,13/09/2022,08:00:00,17:00:00
10001,Crisostomo,Jose,14/09/2022,08:00:00,17:00:00
10002,Mata,Christian,14/09/2022,08:00:00,17:00:00
10003,San Jose,Brad ,14/09/2022,08:00:00,17:00:00
10004,Salcedo,Anthony,14/09/2022,08:00:00,17:00:00
10005,Romualdez,Alice,14/09/2022,08:15:00,17:00:00
10006,Atienza,Rosie ,14/09/2022,08:00:00,17:00:00
10007,Farala,Martha,14/09/2022,08:00:00,17:00:00
10008,Martinez,Leila,14/09/2022,08:00:00,17:00:00
10009,San Jose,Allison ,14/09/2022,08:00:00,17:00:00
10010,Rosario,Cydney ,14/09/2022,08:00:00,17:00:00
10011,Lopez,Josie ,14/09/2022,10:30:00,17:00:00
10012,De Leon,Selena ,14/09/2022,08:00:00,17:00:00
10013,Romualdez,Fredrick ,14/09/2022,08:00:00,17:00:00
10014,Bautista,Mark ,14/09/2022,08:00:00,17:00:00
10015,Lazaro,Darlene ,14/09/2022,08:00:00,17:00:00
10016,Delos Santos,Kolby ,14/09/2022,08:00:00,17:00:00
10017,Santos,Vella ,14/09/2022,08:00:00,17:00:00
10018,Del Rosario,Tomas,14/09/2022,08:00:00,17:00:00
10019,Tolentino,Jacklyn ,14/09/2022,08:00:00,17:00:00
10020,Gutierrez,Percival ,14/09/2022,08:00:00,17:00:00
10021,Manalaysay,Garfield ,14/09/2022,13:00:00,17:00:00
10022,Villegas,Lizeth ,14/09/2022,08:00:00,17:00:00
10023,Ramos,Carol ,14/09/2022,08:00:00,17:00:00
10024,Maceda,Emelia ,14/09/2022,08:00:00,17:00:00
10025,Aguilar,Delia ,14/09/2022,08:00:00,17:00:00
10001,Crisostomo,Jose,15/09/2022,08:00:00,17:00:00
10002,Mata,Christian,15/09/2022,08:00:00,17:00:00
10003,San Jose,Brad ,15/09/2022,11:30:00,17:00:00
10004,Salcedo,Anthony,15/09/2022,08:00:00,17:00:00
10005,Romualdez,Alice,15/09/2022,08:00:00,17:00:00
10006,Atienza,Rosie ,15/09/2022,08:00:00,17:00:00
10007,Farala,Martha,15/09/2022,08:00:00,17:00:00
10008,Martinez,Leila,15/09/2022,08:10:00,17:00:00
10009,San Jose,Allison ,15/09/2022,08:00:00,17:00:00
10010,Rosario,Cydney ,15/09/2022,08:00:00,17:00:00
10011,Lopez,Josie ,15/09/2022,08:00:00,17:00:00
10012,De Leon,Selena ,15/09/2022,08:00:00,17:00:00
10013,Romualdez,Fredrick ,15/09/2022,08:00:00,17:00:00
10014,Bautista,Mark ,15/09/2022,08:00:00,17:00:00
10015,Lazaro,Darlene ,15/09/2022,08:00:00,17:00:00
10016,Delos Santos,Kolby ,15/09/2022,08:00:00,17:00:00
10017,Santos,Vella ,15/09/2022,08:05:00,17:00:00
10018,Del Rosario,Tomas,15/09/2022,08:00:00,17:00:00
10019,Tolentino,Jacklyn ,15/09/2022,08:00:00,17:00:00
10020,Gutierrez,Percival ,15/09/2022,08:00:00,17:00:00
10021,Manalaysay,Garfield ,15/09/2022,08:00:00,17:00:00
10022,Villegas,Lizeth ,15/09/2022,08:00:00,17:00:00
10023,Ramos,Carol ,15/09/2022,09:00:00,17:00:00
10024,Maceda,Emelia ,15/09/2022,00:00:00,00:00:00
10025,Aguilar,Delia ,15/09/2022,08:00:00,17:00:00
10001,Crisostomo,Jose,16/09/2022,08:00:00,17:00:00
10002,Mata,Christian,16/09/2022,08:00:00,17:00:00
10003,San Jose,Brad ,16/09/2022,08:00:00,17:00:00
10004,Salcedo,Anthony,16/09/2022,08:00:00,17:00:00
10005,Romualdez,Alice,16/09/2022,08:00:00,17:00:00
10006,Atienza,Rosie ,16/09/2022,08:00:00,17:00:00
10007,Farala,Martha,16/09/2022,08:00:00,17:00:00
10008,Martinez,Leila,16/09/2022,08:00:00,17:00:00
10009,San Jose,Allison ,16/09/2022,08:00:00,17:00:00
10010,Rosario,Cydney ,16/09/2022,08:00:00,17:00:00
10011,Lopez,Josie ,16/09/2022,08:00:00,17:00:00
10012,De Leon,Selena ,16/09/2022,08:00:00,17:00:00
10013,Romualdez,Fredrick ,16/09/2022,08:00:00,17:00:00
10014,Bautista,Mark ,16/09/2022,08:00:00,17:00:00
10015,Lazaro,Darlene ,16/09/2022,08:00:00,17:00:00
10016,Delos Santos,Kolby ,16/09/2022,08:00:00,17:00:00
10017,Santos,Vella ,16/09/2022,08:00:00,17:00:00
10018,Del Rosario,Tomas,16/09/2022,08:00:00,17:00:00
10019,Tolentino,Jacklyn ,16/09/2022,08:00:00,17:00:00
10020,Gutierrez,Percival ,16/09/2022,08:00:00,17:00:00
10021,Manalaysay,Garfield ,16/09/2022,08:00:00,17:00:00
10022,Villegas,Lizeth ,16/09/2022,08:00:00,17:00:00
10023,Ramos,Carol ,16/09/2022,08:00:00,17:00:00
10024,Maceda,Emelia ,16/09/2022,08:00:00,17:00:00
10025,Aguilar,Delia ,16/09/2022,08:00:00,17:00:00
10001,Crisostomo,Jose,19/09/2022,08:00:00,17:00:00
10002,Mata,Christian,19/09/2022,08:00:00,17:00:00
10003,San Jose,Brad ,19/09/2022,08:00:00,17:00:00
10004,Salcedo,Anthony,19/09/2022,08:00:00,17:00:00
10005,Romualdez,Alice,19/09/2022,08:00:00,17:00:00
10006,Atienza,Rosie ,19/09/2022,08:00:00,17:00:00
10007,Farala,Martha,19/09/2022,08:00:00,17:00:00
10008,Martinez,Leila,19/09/2022,08:00:00,17:00:00
10009,San Jose,Allison ,19/09/2022,08:00:00,17:00:00
10010,Rosario,Cydney ,19/09/2022,08:00:00,17:00:00
10011,Lopez,Josie ,19/09/2022,08:00:00,17:00:00
10012,De Leon,Selena ,19/09/2022,08:00:00,17:00:00
10013,Romualdez,Fredrick ,19/09/2022,10:00:00,17:00:00
10014,Bautista,Mark ,19/09/2022,10:00:00,17:00:00
10015,Lazaro,Darlene ,19/09/2022,10:00:00,17:00:00
10016,Delos Santos,Kolby ,19/09/2022,10:00:00,17:00:00
10017,Santos,Vella ,19/09/2022,00:00:00,00:00:00
10018,Del Rosario,Tomas,19/09/2022,10:00:00,17:00:00
10019,Tolentino,Jacklyn ,19/09/2022,10:00:00,17:00:00
10020,Gutierrez,Percival ,19/09/2022,10:00:00,17:00:00
10021,Manalaysay,Garfield ,19/09/2022,10:00:00,17:00:00
10022,Villegas,Lizeth ,19/09/2022,10:00:00,17:00:00
10023,Ramos,Carol ,19/09/2022,10:00:00,17:00:00
10024,Maceda,Emelia ,19/09/2022,10:00:00,17:00:00
10025,Aguilar,Delia ,19/09/2022,10:00:00,17:00:00
10001,Crisostomo,Jose,20/09/2022,08:00:00,17:00:00
10002,Mata,Christian,20/09/2022,08:00:00,17:00:00
10003,San Jose,Brad ,20/09/2022,08:00:00,17:00:00
10004,Salcedo,Anthony,20/09/2022,08:00:00,17:00:00
10005,Romualdez,Alice,20/09/2022,08:00:00,17:00:00
10006,Atienza,Rosie ,20/09/2022,08:00:00,17:00:00
10007,Farala,Martha,20/09/2022,08:00:00,17:00:00
10008,Martinez,Leila,20/09/2022,08:00:00,17:00:00
10009,San Jose,Allison ,20/09/2022,08:00:00,17:00:00
10010,Rosario,Cydney ,20/09/2022,08:00:00,17:00:00
10011,Lopez,Josie ,20/09/2022,08:00:00,17:00:00
10012,De Leon,Selena ,20/09/2022,08:00:00,17:00:00
10013,Romualdez,Fredrick ,20/09/2022,08:00:00,17:00:00
10014,Bautista,Mark ,20/09/2022,08:00:00,17:00:00
10015,Lazaro,Darlene ,20/09/2022,08:00:00,17:00:00
10016,Delos Santos,Kolby ,20/09/2022,08:00:00,17:00:00
10017,Santos,Vella ,20/09/2022,08:00:00,17:00:00
10018,Del Rosario,Tomas,20/09/2022,00:00:00,00:00:00
10019,Tolentino,Jacklyn ,20/09/2022,08:00:00,17:00:00
10020,Gutierrez,Percival ,20/09/2022,08:00:00,17:00:00
10021,Manalaysay,Garfield ,20/09/2022,08:00:00,17:00:00
10022,Villegas,Lizeth ,20/09/2022,08:00:00,17:00:00
10023,Ramos,Carol ,20/09/2022,08:00:00,17:00:00
10024,Maceda,Emelia ,20/09/2022,08:00:00,17:00:00
10025,Aguilar,Delia ,20/09/2022,08:00:00,17:00:00
10001,Crisostomo,Jose,21/09/2022,08:00:00,17:00:00
10002,Mata,Christian,21/09/2022,08:00:00,17:00:00
10003,San Jose,Brad ,21/09/2022,08:00:00,17:00:00
10004,Salcedo,Anthony,21/09/2022,08:00:00,17:00:00
10005,Romualdez,Alice,21/09/2022,08:00:00,17:00:00
10006,Atienza,Rosie ,21/09/2022,08:00:00,17:00:00
10007,Farala,Martha,21/09/2022,08:27:00,17:00:00
10008,Martinez,Leila,21/09/2022,08:01:00,17:00:00
10009,San Jose,Allison ,21/09/2022,08:05:00,17:00:00
10010,Rosario,Cydney ,21/09/2022,08:00:00,17:00:00
10011,Lopez,Josie ,21/09/2022,08:00:00,17:00:00
10012,De Leon,Selena ,21/09/2022,08:00:00,17:00:00
10013,Romualdez,Fredrick ,21/09/2022,08:00:00,17:00:00
10014,Bautista,Mark ,21/09/2022,08:00:00,17:00:00
10015,Lazaro,Darlene ,21/09/2022,08:00:00,17:00:00
10016,Delos Santos,Kolby ,21/09/2022,08:28:00,17:00:00
10017,Santos,Vella ,21/09/2022,08:00:00,17:00:00
10018,Del Rosario,Tomas,21/09/2022,00:00:00,00:00:00
10019,Tolentino,Jacklyn ,21/09/2022,08:00:00,17:00:00
10020,Gutierrez,Percival ,21/09/2022,08:00:00,17:00:00
10021,Manalaysay,Garfield ,21/09/2022,08:11:00,17:00:00
10022,Villegas,Lizeth ,21/09/2022,08:00:00,17:00:00
10023,Ramos,Carol ,21/09/2022,08:00:00,17:00:00
10024,Maceda,Emelia ,21/09/2022,08:21:00,17:00:00
10025,Aguilar,Delia ,21/09/2022,08:00:00,17:00:00
10001,Crisostomo,Jose,22/09/2022,08:00:00,17:00:00
10002,Mata,Christian,22/09/2022,08:00:00,17:00:00
10003,San Jose,Brad ,22/09/2022,08:00:00,17:00:00
10004,Salcedo,Anthony,22/09/2022,08:00:00,17:00:00
10005,Romualdez,Alice,22/09/2022,08:00:00,17:00:00
10006,Atienza,Rosie ,22/09/2022,08:00:00,17:00:00
10007,Farala,Martha,22/09/2022,08:00:00,17:00:00
10008,Martinez,Leila,22/09/2022,08:00:00,17:00:00
10009,San Jose,Allison ,22/09/2022,08:00:00,17:00:00
10010,Rosario,Cydney ,22/09/2022,08:00:00,17:00:00
10011,Lopez,Josie ,22/09/2022,08:00:00,17:00:00
10012,De Leon,Selena ,22/09/2022,08:00:00,17:00:00
10013,Romualdez,Fredrick ,22/09/2022,08:00:00,17:00:00
10014,Bautista,Mark ,22/09/2022,08:00:00,17:00:00
10015,Lazaro,Darlene ,22/09/2022,08:00:00,17:00:00
10016,Delos Santos,Kolby ,22/09/2022,08:00:00,17:00:00
10017,Santos,Vella ,22/09/2022,08:00:00,17:00:00
10018,Del Rosario,Tomas,22/09/2022,08:00:00,17:00:00
10019,Tolentino,Jacklyn ,22/09/2022,08:00:00,17:00:00
10020,Gutierrez,Percival ,22/09/2022,08:00:00,17:00:00
10021,Manalaysay,Garfield ,22/09/2022,08:00:00,17:00:00
10022,Villegas,Lizeth ,22/09/2022,08:00:00,17:00:00
10023,Ramos,Carol ,22/09/2022,08:00:00,17:00:00
10024,Maceda,Emelia ,22/09/2022,08:00:00,17:00:00
10025,Aguilar,Delia ,22/09/2022,08:00:00,17:00:00
10001,Crisostomo,Jose,23/09/2022,08:00:00,17:00:00
10002,Mata,Christian,23/09/2022,08:00:00,17:00:00
10003,San Jose,Brad ,23/09/2022,08:00:00,17:00:00
10004,Salcedo,Anthony,23/09/2022,08:00:00,17:00:00
10005,Romualdez,Alice,23/09/2022,08:15:00,17:00:00
10006,Atienza,Rosie ,23/09/2022,08:00:00,17:00:00
10007,Farala,Martha,23/09/2022,08:00:00,17:00:00
10008,Martinez,Leila,23/09/2022,08:00:00,17:00:00
10009,San Jose,Allison ,23/09/2022,08:00:00,17:00:00
10010,Rosario,Cydney ,23/09/2022,08:00:00,17:00:00
10011,Lopez,Josie ,23/09/2022,10:30:00,17:00:00
10012,De Leon,Selena ,23/09/2022,08:00:00,17:00:00
10013,Romualdez,Fredrick ,23/09/2022,08:00:00,17:00:00
10014,Bautista,Mark ,23/09/2022,08:00:00,17:00:00
10015,Lazaro,Darlene ,23/09/2022,08:00:00,17:00:00
10016,Delos Santos,Kolby ,23/09/2022,08:00:00,17:00:00
10017,Santos,Vella ,23/09/2022,08:00:00,17:00:00
10018,Del Rosario,Tomas,23/09/2022,08:00:00,17:00:00
10019,Tolentino,Jacklyn ,23/09/2022,08:00:00,17:00:00
10020,Gutierrez,Percival ,23/09/2022,08:00:00,17:00:00
10021,Manalaysay,Garfield ,23/09/2022,13:00:00,17:00:00
10022,Villegas,Lizeth ,23/09/2022,08:00:00,17:00:00
10023,Ramos,Carol ,23/09/2022,08:00:00,17:00:00
10024,Maceda,Emelia ,23/09/2022,08:00:00,17:00:00
